608, 62, 25, 71, Lemon
611, 58, 22, 72, Lemon
613, 61, 23, 70, Lemon
615, 59, 20, 68, Lemon
618, 63, 24, 75, Lemon
620, 56, 26, 74, Lemon
623, 57, 24, 69, Lemon
625, 55, 21, 67, Lemon
627, 64, 27, 72, Lemon
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
690, 60, 23, 73, Grapefruit
692, 62, 25, 71, Grapefruit
695, 58, 22, 72, Grapefruit
698, 61, 23, 70, Grapefruit
700, 59, 20, 68, Grapefruit
702, 63, 24, 75, Grapefruit
705, 56, 26, 74, Grapefruit
708, 57, 24, 69, Grapefruit
710, 55, 21, 67, Grapefruit
712, 64, 27, 72, Grapefruit
